rownames,title,book_id,author,date,year,removed,explicit,antifamily,occult,language,lgbtq,violent,state,political_value_index,median_income,hs_grad_rate,college_grad_rate
525,Whale Talk,1941,"Crutcher, Chris",2007-10-25,2007,1,0,0,0,1,0,0,OH,-0.7,2469,3.43804213135068,-2.92372986369269
526,8+1,8,"Cormier, Robert",2007-10-19,2007,1,0,0,0,0,0,0,OH,-0.7,2469,3.43804213135068,-2.92372986369269
527,"Bumblebee Flies Anyway, The",329,"Cormier, Robert",2007-10-19,2007,1,0,0,0,0,0,0,OH,-0.7,2469,3.43804213135068,-2.92372986369269
528,I Am the Cheese,952,"Cormier, Robert",2007-10-19,2007,1,0,0,0,0,0,0,OH,-0.7,2469,3.43804213135068,-2.92372986369269
529,"Rag and Bone Shop, The",1496,"Cormier, Robert",2007-10-19,2007,1,0,0,0,0,0,0,OH,-0.7,2469,3.43804213135068,-2.92372986369269
530,Sahara Special,1559,"Codell, Esme",2006-09-22,2006,1,0,0,0,1,0,0,OH,-0.7,2469,3.43804213135068,-2.92372986369269
531,Dictionary of Demons,543,"Gettings, Fred",2000-04-30,2000,1,0,0,1,0,0,0,OH,-0.7,2469,3.43804213135068,-2.92372986369269
532,Who's in a Family?,1993,"Skutch, Robert",2010-05-30,2010,0,0,0,0,0,1,0,OH,-0.7,2469,3.43804213135068,-2.92372986369269
533,Angels & Demons,147,"Brown, Dan",2006-10-15,2006,0,0,0,0,0,0,0,OH,-0.7,2469,3.43804213135068,-2.92372986369269
534,Holes,907,"Sachar, Louis",2001-04-25,2001,0,0,0,0,0,0,0,OH,-0.7,2469,3.43804213135068,-2.92372986369269
535,"Bermudez Triangle, The",217,"Johnson, Maureen",2008-04-02,2008,1,1,1,0,1,1,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
536,Naomi and Ely's No Kiss List:  A Novel,1019,"Cohn, Rachel",2008-03-25,2008,1,1,0,0,1,1,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
537,Nick & Norah's Infinite Playlist,1039,"Cohn, Rachel",2008-03-25,2008,1,1,0,0,1,1,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
538,Iktomi and the Coyote,978,"Goble, Paul",2005-11-05,2005,1,0,1,0,0,0,1,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
539,"Mars, Vol. 10",1236,"Soryo, Fuyumi",2005-04-01,2005,0,1,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
540,Dry,600,"Burroughs, Augusten",2004-12-05,2004,0,0,0,0,1,1,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
541,TTFN,1849,"Myracle, Lauren",2008-07-24,2008,1,1,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
542,TTFN,1849,"Myracle, Lauren",2008-04-02,2008,1,1,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
543,TTYL,1849,"Myracle, Lauren",2008-04-02,2008,1,1,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
544,Forgotten Fire,714,"Bagdasarian, Adam",2008-04-02,2008,0,1,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
545,Your Move,2055,"Bunting, Eve",2008-04-02,2008,0,0,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
546,Travel Team,1836,"Lupica, Mike",2008-03-25,2008,0,0,0,0,1,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
547,"Daddy, Daddy Be There",482,"Boyd, Candy",2005-04-01,2005,0,0,0,0,0,0,1,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
548,Naked Prey,1016,"Sandford, John",2004-12-05,2004,0,0,0,0,1,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
549,Scary Stories to Tell in the Dark,982,"Schwartz, Alvin",2008-04-02,2008,1,0,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
550,"Adventures of Super Diaper Baby, The",77,"Beard, George",2008-12-05,2008,0,0,0,0,1,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
551,Killing Johnny Fry,1080,"Mosely, Walter",2008-04-02,2008,0,1,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
552,Silent to the Bone,1631,"Konigsburg, E.L.",2008-04-02,2008,0,1,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
553,That's Magic,1778,"Jones, Richard",2008-04-02,2008,0,0,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
554,Life Studies,1134,"Vreeland, Susan",2005-04-01,2005,0,0,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
555,Bisexual and Gay Husbands,237,"Klein, Fritz and Tom Schwartz, editors",2004-12-05,2004,0,0,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
556,Boy Meets Boy,297,"Levithan, David",2004-12-05,2004,0,0,0,0,0,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
557,"Adventures of Huckleberry Finn, The",75,"Twain, Mark",2000-03-01,2000,0,0,0,0,1,0,0,OK,-16.9,-3087.5,1.03804213135068,-3.72372986369269
558,Witness,2023,"Hesse, Karen",2003-11-28,2003,1,0,0,0,1,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
559,Of Mice and Men,1069,"Steinbeck, John",2007-09-13,2007,0,0,0,0,1,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
560,Bedlam Burning,210,"Nicholson, Geoff",2003-11-27,2003,0,1,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
561,Beloved,214,"Morrison, Toni",2002-09-17,2002,0,1,0,0,1,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
562,Tijuana Bibles,1811,"Adelman, Bob",2000-06-29,2000,0,1,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
563,"Absolutely True Diary of a Part-Time Indian, The",69,"Alexie, Sherman",2008-10-25,2008,1,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
564,Dream Boy,584,"Grimsley, Jim",2001-05-25,2001,1,0,0,0,0,1,0,OR,4,1274.5,5.53804213135068,1.07627013630731
565,Richochet River,1529,"Cody, Robin",2001-04-25,2001,1,1,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
566,Best Gay Bondage Erotica,220,"Labonte, Richard",2009-11-09,2009,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
567,"Little Black Book for Girlz:  A Book on Healthy Sexuality, The",1144,St. Stephen's Community House,2009-11-09,2009,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
568,Tithe: A Modern Faerie Tale,1816,"Black, Holly",2009-11-09,2009,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
569,"Curious Incident of the Dog in the Night-Time, The",474,"Haddon, Mark",2008-11-23,2008,0,0,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
570,Police Brutality: Opposing Viewpoints,1462,"Cothran, Helen",2004-12-05,2004,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
571,Arming America,158,"Bellesiles, Michael",2003-11-27,2003,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
572,A Moment in Time,35,"Gould, Judith",2002-09-17,2002,0,1,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
573,"Laughing Corpse, The",1106,"Hamilton, Laurell K.",2002-09-17,2002,0,1,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
574,Henry of Atlantic City,891,"Reuss, Fredrick",2001-05-25,2001,0,0,1,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
575,Michael Moorcock's Stormbringer,1253,"Russell, P. Craig",2001-05-25,2001,0,1,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
576,Prophet,1483,"Peretti, Frank E.",2001-05-25,2001,0,0,0,0,0,1,0,OR,4,1274.5,5.53804213135068,1.07627013630731
577,Satellite Down,1571,"Thomas, Rob",2001-05-25,2001,0,1,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
578,Junie B. Jones and a Little Monkey Business,1061,"Park, Barbara",2000-06-29,2000,0,0,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
579,Master Math:  Basic Math and Pre-Algebra,1241,"Ross, Debra",2009-11-09,2009,1,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
580,"Alpha, Bravo, Charlie:  The Military Alphabet",115,"Demarest, Chris L.",2009-11-09,2009,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
581,"Official High Times Pot Smoker's Handbook:  Feature 420 Things to Do When You're Stoned, The",1071,"Bienenstock, David",2009-11-09,2009,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
582,King & King,1083,"de Haan, Linda",2006-06-03,2006,0,0,0,0,0,1,0,OR,4,1274.5,5.53804213135068,1.07627013630731
583,King & King,1083,"de Haan, Linda",2006-04-29,2006,0,0,0,0,0,1,0,OR,4,1274.5,5.53804213135068,1.07627013630731
584,Seconds of Pleasure,1582,"LaBute, Neil",2006-04-09,2006,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
585,Key of Valor,1071,"Roberts, Nora",2005-10-01,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
586,Cooking Up a Storm,435,"Holly, Emma",2005-09-19,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
587,Stupid White Men,1728,"Moore, Michael",2005-07-07,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
588,Death Blossoms,522,"Abu-Jamal, Mumia",2005-07-03,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
589,Fahrenheit 911,661,"Moore, Michael",2005-07-03,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
590,Hellboy Junior,888,,2005-05-12,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
591,Art for Lovers,160,"Adler, Sabine",2005-04-08,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
592,Maus & Maus II,1243,"Spiegelman, Art",2005-03-29,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
593,Dancing in Red Shoes Will Kill You,491,"Cirrone, Dorian",2005-03-22,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
594,Out of Order,1407,"Jenkins, A.M.",2005-03-02,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
595,Strain: Pulp Graphic Novel,1719,Buronson,2005-02-12,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
596,"Waterstone, The",1925,"Rupp, Rebecca",2005-01-31,2005,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
597,Stonewall: Riots that Parked the Gay Revolution,1709,"Carter, David",2004-12-09,2004,0,0,0,0,0,1,0,OR,4,1274.5,5.53804213135068,1.07627013630731
598,Black Misery,245,"Hughes, Lanston",2004-12-05,2004,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
599,Burning Down My Master's House,340,"Blair, Jayson",2004-12-05,2004,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
600,Coming Out to Parents,424,"Borhek, Mary",2004-12-05,2004,0,0,0,0,0,1,0,OR,4,1274.5,5.53804213135068,1.07627013630731
601,Completely Queer: the Gay & Lesbian Encyclopedia,428,"Hogan, Steve",2004-12-05,2004,0,0,0,0,0,1,0,OR,4,1274.5,5.53804213135068,1.07627013630731
602,Footprints in the Ash,710,"Morris, John D.",2004-12-05,2004,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
603,Anime from Akira to Princess Mononoke,151,"Napier, Susan",2003-11-27,2003,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
604,Bosnia: Fractured Region,290,"Black, Eric",2003-11-27,2003,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
605,His Wicked Ways,902,"James, Samantha",2003-11-27,2003,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
606,How to Make Great Love to a Man,939,"Hodson, Phillip & Hooper, Anne",2003-11-27,2003,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
607,Jefferson's Children: The Story of One American Family,1039,"Feldman, Jane",2003-11-27,2003,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
608,"Long Hard Road out of Hell, The",1166,"Manson, Marilyn",2003-11-27,2003,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
609,"Long Night of Leo and Bree, The",1168,"Whittlinger, Ellen",2003-11-27,2003,0,0,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
610,Monster Goose,1279,"Sierra, Judy",2003-11-27,2003,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
611,"Oh, How Silly!",1074,"Cole, William (Tomi Ungerer: Illus.)",2003-11-27,2003,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
612,Peter and the Wolf,1438,Loriot,2003-11-27,2003,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
613,"Pinkerton, Behave!",1450,"Kellogg, Steven",2003-11-27,2003,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
614,"Rebuilding of Bosnia, The",1516,"Reger, James P.",2003-11-27,2003,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
615,Ride,1530,"Gammel, Stephen",2003-11-27,2003,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
616,Song of the Lionness Series,1672,"Pierce, Tamora",2003-11-27,2003,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
617,Epic of Gilgamesh,637,"Senders, N.K.",2002-10-17,2002,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
618,Between the Sheets,224,Editors of Penthouse,2002-09-17,2002,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
619,Bombers of World War II,272,"Donald, David",2002-09-17,2002,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
620,Echo,611,"Block, Francesca Lia",2002-09-17,2002,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
621,Homework,911,"Peres de Costa, Sunesta",2002-09-17,2002,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
622,Killing Mr. Griffin,1081,"Duncan, Lois",2002-09-17,2002,0,0,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
623,Magic Eye,1205,N.E. Thing Enterprises,2002-09-17,2002,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
624,"Pocket Book of Sex and Chocolate, The",1460,"Craze, Richard",2002-09-17,2002,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
625,"Porn 101: Eroticism, Pornography and the First Amendment",1464,"Elias, James",2002-09-17,2002,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
626,Pornstar,1466,"Gittler, Ian",2002-09-17,2002,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
627,"Schernoff Discoveries, The",1576,"Paulsen, Gary",2002-09-17,2002,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
628,Tamar,1755,"Chamberlain, Ann",2002-09-17,2002,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
629,Women and the Koran,2030,"Hekmat, Anwar",2002-09-17,2002,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
630,Z is for Zombie,2060,"Kutner, Merrily",2002-09-17,2002,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
631,A Separate Reality,46,"Castaneda, Carlos",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
632,Book of Shadows,282,"Curott, Phyllis",2001-05-25,2001,0,0,0,1,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
633,Clay Boy,411,"Ginsburg, Mirra",2001-05-25,2001,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
634,Cold Feet,417,"DeFelice, Cynthia",2001-05-25,2001,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
635,Cold Feet,417,"DeFelice, Cynthia",2001-05-25,2001,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
636,Dr. Ruth Talks to Kids,573,"Westheimer, Dr. Ruth",2001-05-25,2001,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
637,"Fire From Within, The",696,"Castaneda, Carlos",2001-05-25,2001,0,0,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
638,Frank: Volume Two,722,"Woodring, Jim",2001-05-25,2001,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
639,"Golden Compass, The",730,"Pullman, Philip",2001-05-25,2001,0,0,0,1,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
640,Gustav: Paranormal Investigator,769,"Bourne, Malcolm",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
641,Hair in Funny Places,774,"Cole, Babette",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
642,I Saw Esau,963,"Opie, Iona and Peter Opie",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
643,Janey's Girl,1035,"Friesen, Gayle",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
644,"Lessons in Evil, Lessons From the Light",1121,"Feldman, Gail",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
645,"Lessons in Evil, Lessons From the Light",1121,"Feldman, Gail",2001-05-25,2001,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
646,Life Doesn't Frighten Me,1127,"Angelou, Maya",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
647,Little Miss Muffet and Other Nursery Rhymes,1152,"Cousins, Lucy",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
648,"Lottery, The",1182,"Jackson, Shirley",2001-05-25,2001,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
649,Love and Rockets X,1185,"Hernandez, Gilbert and Jaime Hernandez",2001-05-25,2001,0,0,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
650,Luba Conquers the World,1198,"Hernandez, Gilbert and Jaime Hernandez",2001-05-25,2001,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
651,Mommy Laid an Egg,1276,"Cole, Babette",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
652,Name Games,1017,"Craft, Michael",2001-05-25,2001,0,0,0,0,0,1,0,OR,4,1274.5,5.53804213135068,1.07627013630731
653,Ripping Time,1531,"Asprin, Robert",2001-05-25,2001,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
654,"Second Ring of Power, The",1581,"Casteneda, Carlos",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
655,"Story of Little Black Sambo, The",1715,"Bannerman, Helen",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
656,Thomas' Snowsuit,1804,"Munsch, Robert",2001-05-25,2001,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
657,"Tulip Touch, The",1851,"Fine, Anne",2001-05-25,2001,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
658,"Whole Lesbian Sex Book, The",1990,"Newman, Felice",2001-05-25,2001,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
659,Wicca 2000,1995,"Telesco, Patricia",2001-05-25,2001,0,0,0,1,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
660,A Separate Reality,46,"Casteneda, Carlos",2000-06-29,2000,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
661,Afrolantica Legacies,80,"Bell, Derrick",2000-06-29,2000,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
662,Between a Rock and a Hard Place,223,"Carter, Alden",2000-06-29,2000,0,0,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
663,Black Men/White Men: Afro-American Gay Life and Culture,244,"Smith, Michael J.",2000-06-29,2000,0,1,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
664,Daddy's Wedding,485,"Willhoite, Michael",2000-06-29,2000,0,0,0,0,0,1,0,OR,4,1274.5,5.53804213135068,1.07627013630731
665,Danger in Quicksand Swamp,495,"Wallace, Bill",2000-06-29,2000,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
666,"Fire From Within, The",696,"Castaneda, Carlos",2000-06-29,2000,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
667,Free Fall,726,"Sweeney, Joyce",2000-06-29,2000,0,0,0,0,1,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
668,Gay Love Signs,750,"Jay, Michael",2000-06-29,2000,0,0,0,0,0,1,0,OR,4,1274.5,5.53804213135068,1.07627013630731
669,"Guide to Getting It On, The",763,"Joannides, Paul",2000-06-29,2000,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
670,Harlot's Ghost,863,"Mailer, Norman",2000-06-29,2000,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
671,"In a Dark, Dark Room and Other Scary Stories",982,"Schwartz, Alvin",2000-06-29,2000,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
672,Nocturne,1059,"McBain, Ed",2000-06-29,2000,0,0,0,0,0,0,1,OR,4,1274.5,5.53804213135068,1.07627013630731
673,Radiant Identities,1495,"Sturges, Jock",2000-06-29,2000,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
674,"Second Ring of Power, The",1581,"Casteneda, Carlos",2000-06-29,2000,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
675,When Plague Strikes,1970,"Giblin, James Cross",2000-06-29,2000,0,0,0,0,0,0,0,OR,4,1274.5,5.53804213135068,1.07627013630731
676,"Golden Compass, The",730,"Pullman, Philip",2003-02-14,2003,1,0,0,1,0,0,1,PA,2,4218,2.33804213135069,-1.62372986369269
677,My Heartbeat,1000,"Freymann-Weyr, Garrett",2004-08-21,2004,0,1,1,0,0,1,0,PA,2,4218,2.33804213135069,-1.62372986369269
678,Freaky Friday,725,"Rodgers, Mary",2002-04-19,2002,0,0,1,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
679,"Things They Carried, The",1792,"O'Brein, Tim",2001-04-25,2001,0,1,0,0,1,0,1,PA,2,4218,2.33804213135069,-1.62372986369269
680,"Pursuit of Happiness, The",1486,"Gardner, Chris",2009-11-19,2009,1,1,0,0,1,0,1,PA,2,4218,2.33804213135069,-1.62372986369269
681,Spanking Shakespeare,1683,"Wizner, Jake",2009-07-29,2009,1,1,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
682,Mama Fue Pequena Antes de Ser Mayor,1215,"Larrodo, Valerie; Desmareau, Claudine (illustrator); Rubio, Esther (translator)",2007-05-23,2007,1,0,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
683,Alice the Brave,102,"Naylor, Phyllis Reynolds",2003-04-16,2003,1,1,0,0,0,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
684,Body Drama,268,"Redd, Nancy Amanda",2008-09-14,2008,0,0,0,0,0,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
685,Once There Was A Monkey,1389,"Dolch, Edward",2007-10-25,2007,0,0,0,0,0,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
686,A Do Right Man,17,"Tyree, Omar",2005-09-24,2005,0,1,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
687,"Coldest Winter Ever, The",419,"Souljah, Sister",2005-09-24,2005,0,1,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
688,Diary of a Groupie,539,"Tyree, Omar",2005-09-24,2005,0,1,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
689,"Cat Who Killed Lilian Jackson Braun, The",369,"Kaplow, Robert",2004-08-02,2004,0,1,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
690,"Catcher in the Rye, The",374,"Salinger, J.D.",2004-07-18,2004,0,1,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
691,"Oh, That's Ridiculous",1075,"Cole, William",2008-08-07,2008,1,0,0,0,0,0,1,PA,2,4218,2.33804213135069,-1.62372986369269
692,King & King,1083,"de Haan, Linda",2002-11-16,2002,1,0,0,0,0,1,0,PA,2,4218,2.33804213135069,-1.62372986369269
693,"Claiming of Sleeping Beauty, The",408,"Rice, Anne",,,0,1,0,0,0,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
694,Looking for Alaska,1174,"Green, John",2009-11-19,2009,0,1,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
695,Gotham Central:  The Quick & the Dead,743,"Rucka, Greg",2009-01-25,2009,0,1,0,0,0,1,0,PA,2,4218,2.33804213135069,-1.62372986369269
696,Uncle Bobby's Wedding,1872,"Brannen, Sarah S.",2008-08-18,2008,0,0,0,0,0,1,0,PA,2,4218,2.33804213135069,-1.62372986369269
697,"Sissy Duckling, The",1638,"Fierstein, Harvey",2005-04-30,2005,0,0,0,0,0,1,0,PA,2,4218,2.33804213135069,-1.62372986369269
698,I Know Why the Caged Bird Sings,958,"Angelou, Maya",2001-04-25,2001,0,1,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
699,Fat Kid Rules the World,675,"Going, K.L.",2006-09-18,2006,1,0,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
700,Fat Kid Rules the World,675,"Going, K.L.",2006-08-11,2006,1,0,0,0,1,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
701,And the Green Grass Grew All Around,144,"Schwartz, Alvin",2000-08-28,2000,1,0,0,0,0,0,1,PA,2,4218,2.33804213135069,-1.62372986369269
702,Like Sisters on the Homefront,1139,"Williams-Garcia, Rita",2000-08-28,2000,1,0,0,0,0,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
703,"Face on the Milk Carton, The",656,"Cooney, Caroline B.",2010-08-20,2010,0,0,0,0,0,0,0,PA,2,4218,2.33804213135069,-1.62372986369269
