"","country","continent","year","lifeExp","pop","gdpPercap"
"1402","Somalia","Africa",1997,43.795,6633514,930.5964284
"1403","Somalia","Africa",2002,45.936,7753310,882.0818218
"1404","Somalia","Africa",2007,48.159,9118773,926.1410683
"1405","South Africa","Africa",1952,45.009,14264935,4725.295531
"1406","South Africa","Africa",1957,47.985,16151549,5487.104219
"1407","South Africa","Africa",1962,49.951,18356657,5768.729717
"1408","South Africa","Africa",1967,51.927,20997321,7114.477971
"1409","South Africa","Africa",1972,53.696,23935810,7765.962636
"1410","South Africa","Africa",1977,55.527,27129932,8028.651439
"1411","South Africa","Africa",1982,58.161,31140029,8568.266228
"1412","South Africa","Africa",1987,60.834,35933379,7825.823398
"1413","South Africa","Africa",1992,61.888,39964159,7225.069258
"1414","South Africa","Africa",1997,60.236,42835005,7479.188244
"1415","South Africa","Africa",2002,53.365,44433622,7710.946444
"1416","South Africa","Africa",2007,49.339,43997828,9269.657808
"1417","Spain","Europe",1952,64.94,28549870,3834.034742
"1418","Spain","Europe",1957,66.66,29841614,4564.80241
"1419","Spain","Europe",1962,69.69,31158061,5693.843879
"1420","Spain","Europe",1967,71.44,32850275,7993.512294
"1421","Spain","Europe",1972,73.06,34513161,10638.75131
"1422","Spain","Europe",1977,74.39,36439000,13236.92117
"1423","Spain","Europe",1982,76.3,37983310,13926.16997
"1424","Spain","Europe",1987,76.9,38880702,15764.98313
"1425","Spain","Europe",1992,77.57,39549438,18603.06452
"1426","Spain","Europe",1997,78.77,39855442,20445.29896
"1427","Spain","Europe",2002,79.78,40152517,24835.47166
"1428","Spain","Europe",2007,80.941,40448191,28821.0637
"1429","Sri Lanka","Asia",1952,57.593,7982342,1083.53203
"1430","Sri Lanka","Asia",1957,61.456,9128546,1072.546602
"1431","Sri Lanka","Asia",1962,62.192,10421936,1074.47196
"1432","Sri Lanka","Asia",1967,64.266,11737396,1135.514326
"1433","Sri Lanka","Asia",1972,65.042,13016733,1213.39553
"1434","Sri Lanka","Asia",1977,65.949,14116836,1348.775651
"1435","Sri Lanka","Asia",1982,68.757,15410151,1648.079789
"1436","Sri Lanka","Asia",1987,69.011,16495304,1876.766827
"1437","Sri Lanka","Asia",1992,70.379,17587060,2153.739222
"1438","Sri Lanka","Asia",1997,70.457,18698655,2664.477257
"1439","Sri Lanka","Asia",2002,70.815,19576783,3015.378833
"1440","Sri Lanka","Asia",2007,72.396,20378239,3970.095407
"1441","Sudan","Africa",1952,38.635,8504667,1615.991129
"1442","Sudan","Africa",1957,39.624,9753392,1770.337074
"1443","Sudan","Africa",1962,40.87,11183227,1959.593767
"1444","Sudan","Africa",1967,42.858,12716129,1687.997641
"1445","Sudan","Africa",1972,45.083,14597019,1659.652775
"1446","Sudan","Africa",1977,47.8,17104986,2202.988423
"1447","Sudan","Africa",1982,50.338,20367053,1895.544073
"1448","Sudan","Africa",1987,51.744,24725960,1507.819159
"1449","Sudan","Africa",1992,53.556,28227588,1492.197043
"1450","Sudan","Africa",1997,55.373,32160729,1632.210764
"1451","Sudan","Africa",2002,56.369,37090298,1993.398314
"1452","Sudan","Africa",2007,58.556,42292929,2602.394995
"1453","Swaziland","Africa",1952,41.407,290243,1148.376626
"1454","Swaziland","Africa",1957,43.424,326741,1244.708364
"1455","Swaziland","Africa",1962,44.992,370006,1856.182125
"1456","Swaziland","Africa",1967,46.633,420690,2613.101665
"1457","Swaziland","Africa",1972,49.552,480105,3364.836625
"1458","Swaziland","Africa",1977,52.537,551425,3781.410618
"1459","Swaziland","Africa",1982,55.561,649901,3895.384018
"1460","Swaziland","Africa",1987,57.678,779348,3984.839812
"1461","Swaziland","Africa",1992,58.474,962344,3553.0224
"1462","Swaziland","Africa",1997,54.289,1054486,3876.76846
"1463","Swaziland","Africa",2002,43.869,1130269,4128.116943
"1464","Swaziland","Africa",2007,39.613,1133066,4513.480643
"1465","Sweden","Europe",1952,71.86,7124673,8527.844662
"1466","Sweden","Europe",1957,72.49,7363802,9911.878226
"1467","Sweden","Europe",1962,73.37,7561588,12329.44192
"1468","Sweden","Europe",1967,74.16,7867931,15258.29697
"1469","Sweden","Europe",1972,74.72,8122293,17832.02464
"1470","Sweden","Europe",1977,75.44,8251648,18855.72521
"1471","Sweden","Europe",1982,76.42,8325260,20667.38125
"1472","Sweden","Europe",1987,77.19,8421403,23586.92927
"1473","Sweden","Europe",1992,78.16,8718867,23880.01683
"1474","Sweden","Europe",1997,79.39,8897619,25266.59499
"1475","Sweden","Europe",2002,80.04,8954175,29341.63093
"1476","Sweden","Europe",2007,80.884,9031088,33859.74835
"1477","Switzerland","Europe",1952,69.62,4815000,14734.23275
"1478","Switzerland","Europe",1957,70.56,5126000,17909.48973
"1479","Switzerland","Europe",1962,71.32,5666000,20431.0927
"1480","Switzerland","Europe",1967,72.77,6063000,22966.14432
"1481","Switzerland","Europe",1972,73.78,6401400,27195.11304
"1482","Switzerland","Europe",1977,75.39,6316424,26982.29052
"1483","Switzerland","Europe",1982,76.21,6468126,28397.71512
"1484","Switzerland","Europe",1987,77.41,6649942,30281.70459
"1485","Switzerland","Europe",1992,78.03,6995447,31871.5303
"1486","Switzerland","Europe",1997,79.37,7193761,32135.32301
"1487","Switzerland","Europe",2002,80.62,7361757,34480.95771
"1488","Switzerland","Europe",2007,81.701,7554661,37506.41907
"1489","Syria","Asia",1952,45.883,3661549,1643.485354
"1490","Syria","Asia",1957,48.284,4149908,2117.234893
"1491","Syria","Asia",1962,50.305,4834621,2193.037133
"1492","Syria","Asia",1967,53.655,5680812,1881.923632
"1493","Syria","Asia",1972,57.296,6701172,2571.423014
"1494","Syria","Asia",1977,61.195,7932503,3195.484582
"1495","Syria","Asia",1982,64.59,9410494,3761.837715
"1496","Syria","Asia",1987,66.974,11242847,3116.774285
"1497","Syria","Asia",1992,69.249,13219062,3340.542768
"1498","Syria","Asia",1997,71.527,15081016,4014.238972
"1499","Syria","Asia",2002,73.053,17155814,4090.925331
"1500","Syria","Asia",2007,74.143,19314747,4184.548089
"1501","Taiwan","Asia",1952,58.5,8550362,1206.947913
"1502","Taiwan","Asia",1957,62.4,10164215,1507.86129
"1503","Taiwan","Asia",1962,65.2,11918938,1822.879028
"1504","Taiwan","Asia",1967,67.5,13648692,2643.858681
"1505","Taiwan","Asia",1972,69.39,15226039,4062.523897
"1506","Taiwan","Asia",1977,70.59,16785196,5596.519826
"1507","Taiwan","Asia",1982,72.16,18501390,7426.354774
"1508","Taiwan","Asia",1987,73.4,19757799,11054.56175
"1509","Taiwan","Asia",1992,74.26,20686918,15215.6579
"1510","Taiwan","Asia",1997,75.25,21628605,20206.82098
"1511","Taiwan","Asia",2002,76.99,22454239,23235.42329
"1512","Taiwan","Asia",2007,78.4,23174294,28718.27684
"1513","Tanzania","Africa",1952,41.215,8322925,716.6500721
"1514","Tanzania","Africa",1957,42.974,9452826,698.5356073
"1515","Tanzania","Africa",1962,44.246,10863958,722.0038073
"1516","Tanzania","Africa",1967,45.757,12607312,848.2186575
"1517","Tanzania","Africa",1972,47.62,14706593,915.9850592
"1518","Tanzania","Africa",1977,49.919,17129565,962.4922932
"1519","Tanzania","Africa",1982,50.608,19844382,874.2426069
"1520","Tanzania","Africa",1987,51.535,23040630,831.8220794
"1521","Tanzania","Africa",1992,50.44,26605473,825.682454
"1522","Tanzania","Africa",1997,48.466,30686889,789.1862231
"1523","Tanzania","Africa",2002,49.651,34593779,899.0742111
"1524","Tanzania","Africa",2007,52.517,38139640,1107.482182
"1525","Thailand","Asia",1952,50.848,21289402,757.7974177
"1526","Thailand","Asia",1957,53.63,25041917,793.5774148
"1527","Thailand","Asia",1962,56.061,29263397,1002.199172
"1528","Thailand","Asia",1967,58.285,34024249,1295.46066
"1529","Thailand","Asia",1972,60.405,39276153,1524.358936
"1530","Thailand","Asia",1977,62.494,44148285,1961.224635
"1531","Thailand","Asia",1982,64.597,48827160,2393.219781
"1532","Thailand","Asia",1987,66.084,52910342,2982.653773
"1533","Thailand","Asia",1992,67.298,56667095,4616.896545
"1534","Thailand","Asia",1997,67.521,60216677,5852.625497
"1535","Thailand","Asia",2002,68.564,62806748,5913.187529
"1536","Thailand","Asia",2007,70.616,65068149,7458.396327
"1537","Togo","Africa",1952,38.596,1219113,859.8086567
"1538","Togo","Africa",1957,41.208,1357445,925.9083202
"1539","Togo","Africa",1962,43.922,1528098,1067.53481
"1540","Togo","Africa",1967,46.769,1735550,1477.59676
"1541","Togo","Africa",1972,49.759,2056351,1649.660188
"1542","Togo","Africa",1977,52.887,2308582,1532.776998
"1543","Togo","Africa",1982,55.471,2644765,1344.577953
"1544","Togo","Africa",1987,56.941,3154264,1202.201361
"1545","Togo","Africa",1992,58.061,3747553,1034.298904
"1546","Togo","Africa",1997,58.39,4320890,982.2869243
"1547","Togo","Africa",2002,57.561,4977378,886.2205765
"1548","Togo","Africa",2007,58.42,5701579,882.9699438
"1549","Trinidad and Tobago","Americas",1952,59.1,662850,3023.271928
"1550","Trinidad and Tobago","Americas",1957,61.8,764900,4100.3934
"1551","Trinidad and Tobago","Americas",1962,64.9,887498,4997.523971
"1552","Trinidad and Tobago","Americas",1967,65.4,960155,5621.368472
"1553","Trinidad and Tobago","Americas",1972,65.9,975199,6619.551419
"1554","Trinidad and Tobago","Americas",1977,68.3,1039009,7899.554209
"1555","Trinidad and Tobago","Americas",1982,68.832,1116479,9119.528607
"1556","Trinidad and Tobago","Americas",1987,69.582,1191336,7388.597823
"1557","Trinidad and Tobago","Americas",1992,69.862,1183669,7370.990932
"1558","Trinidad and Tobago","Americas",1997,69.465,1138101,8792.573126
"1559","Trinidad and Tobago","Americas",2002,68.976,1101832,11460.60023
"1560","Trinidad and Tobago","Americas",2007,69.819,1056608,18008.50924
"1561","Tunisia","Africa",1952,44.6,3647735,1468.475631
"1562","Tunisia","Africa",1957,47.1,3950849,1395.232468
"1563","Tunisia","Africa",1962,49.579,4286552,1660.30321
"1564","Tunisia","Africa",1967,52.053,4786986,1932.360167
"1565","Tunisia","Africa",1972,55.602,5303507,2753.285994
"1566","Tunisia","Africa",1977,59.837,6005061,3120.876811
"1567","Tunisia","Africa",1982,64.048,6734098,3560.233174
"1568","Tunisia","Africa",1987,66.894,7724976,3810.419296
"1569","Tunisia","Africa",1992,70.001,8523077,4332.720164
"1570","Tunisia","Africa",1997,71.973,9231669,4876.798614
"1571","Tunisia","Africa",2002,73.042,9770575,5722.895655
"1572","Tunisia","Africa",2007,73.923,10276158,7092.923025
"1573","Turkey","Europe",1952,43.585,22235677,1969.10098
"1574","Turkey","Europe",1957,48.079,25670939,2218.754257
"1575","Turkey","Europe",1962,52.098,29788695,2322.869908
"1576","Turkey","Europe",1967,54.336,33411317,2826.356387
"1577","Turkey","Europe",1972,57.005,37492953,3450.69638
"1578","Turkey","Europe",1977,59.507,42404033,4269.122326
"1579","Turkey","Europe",1982,61.036,47328791,4241.356344
"1580","Turkey","Europe",1987,63.108,52881328,5089.043686
"1581","Turkey","Europe",1992,66.146,58179144,5678.348271
"1582","Turkey","Europe",1997,68.835,63047647,6601.429915
"1583","Turkey","Europe",2002,70.845,67308928,6508.085718
"1584","Turkey","Europe",2007,71.777,71158647,8458.276384
"1585","Uganda","Africa",1952,39.978,5824797,734.753484
"1586","Uganda","Africa",1957,42.571,6675501,774.3710692
"1587","Uganda","Africa",1962,45.344,7688797,767.2717398
"1588","Uganda","Africa",1967,48.051,8900294,908.9185217
"1589","Uganda","Africa",1972,51.016,10190285,950.735869
"1590","Uganda","Africa",1977,50.35,11457758,843.7331372
"1591","Uganda","Africa",1982,49.849,12939400,682.2662268
"1592","Uganda","Africa",1987,51.509,15283050,617.7244065
"1593","Uganda","Africa",1992,48.825,18252190,644.1707969
"1594","Uganda","Africa",1997,44.578,21210254,816.559081
"1595","Uganda","Africa",2002,47.813,24739869,927.7210018
"1596","Uganda","Africa",2007,51.542,29170398,1056.380121
"1597","United Kingdom","Europe",1952,69.18,50430000,9979.508487
"1598","United Kingdom","Europe",1957,70.42,51430000,11283.17795
"1599","United Kingdom","Europe",1962,70.76,53292000,12477.17707
"1600","United Kingdom","Europe",1967,71.36,54959000,14142.85089
"1601","United Kingdom","Europe",1972,72.01,56079000,15895.11641
"1602","United Kingdom","Europe",1977,72.76,56179000,17428.74846
"1603","United Kingdom","Europe",1982,74.04,56339704,18232.42452
"1604","United Kingdom","Europe",1987,75.007,56981620,21664.78767
"1605","United Kingdom","Europe",1992,76.42,57866349,22705.09254
"1606","United Kingdom","Europe",1997,77.218,58808266,26074.53136
"1607","United Kingdom","Europe",2002,78.471,59912431,29478.99919
"1608","United Kingdom","Europe",2007,79.425,60776238,33203.26128
"1609","United States","Americas",1952,68.44,157553000,13990.48208
"1610","United States","Americas",1957,69.49,171984000,14847.12712
"1611","United States","Americas",1962,70.21,186538000,16173.14586
"1612","United States","Americas",1967,70.76,198712000,19530.36557
"1613","United States","Americas",1972,71.34,209896000,21806.03594
"1614","United States","Americas",1977,73.38,220239000,24072.63213
"1615","United States","Americas",1982,74.65,232187835,25009.55914
"1616","United States","Americas",1987,75.02,242803533,29884.35041
"1617","United States","Americas",1992,76.09,256894189,32003.93224
"1618","United States","Americas",1997,76.81,272911760,35767.43303
"1619","United States","Americas",2002,77.31,287675526,39097.09955
"1620","United States","Americas",2007,78.242,301139947,42951.65309
"1621","Uruguay","Americas",1952,66.071,2252965,5716.766744
"1622","Uruguay","Americas",1957,67.044,2424959,6150.772969
"1623","Uruguay","Americas",1962,68.253,2598466,5603.357717
"1624","Uruguay","Americas",1967,68.468,2748579,5444.61962
"1625","Uruguay","Americas",1972,68.673,2829526,5703.408898
"1626","Uruguay","Americas",1977,69.481,2873520,6504.339663
"1627","Uruguay","Americas",1982,70.805,2953997,6920.223051
"1628","Uruguay","Americas",1987,71.918,3045153,7452.398969
"1629","Uruguay","Americas",1992,72.752,3149262,8137.004775
"1630","Uruguay","Americas",1997,74.223,3262838,9230.240708
"1631","Uruguay","Americas",2002,75.307,3363085,7727.002004
"1632","Uruguay","Americas",2007,76.384,3447496,10611.46299
"1633","Venezuela","Americas",1952,55.088,5439568,7689.799761
"1634","Venezuela","Americas",1957,57.907,6702668,9802.466526
"1635","Venezuela","Americas",1962,60.77,8143375,8422.974165
"1636","Venezuela","Americas",1967,63.479,9709552,9541.474188
"1637","Venezuela","Americas",1972,65.712,11515649,10505.25966
"1638","Venezuela","Americas",1977,67.456,13503563,13143.95095
"1639","Venezuela","Americas",1982,68.557,15620766,11152.41011
"1640","Venezuela","Americas",1987,70.19,17910182,9883.584648
"1641","Venezuela","Americas",1992,71.15,20265563,10733.92631
"1642","Venezuela","Americas",1997,72.146,22374398,10165.49518
"1643","Venezuela","Americas",2002,72.766,24287670,8605.047831
"1644","Venezuela","Americas",2007,73.747,26084662,11415.80569
"1645","Vietnam","Asia",1952,40.412,26246839,605.0664917
"1646","Vietnam","Asia",1957,42.887,28998543,676.2854478
"1647","Vietnam","Asia",1962,45.363,33796140,772.0491602
"1648","Vietnam","Asia",1967,47.838,39463910,637.1232887
"1649","Vietnam","Asia",1972,50.254,44655014,699.5016441
"1650","Vietnam","Asia",1977,55.764,50533506,713.5371196
"1651","Vietnam","Asia",1982,58.816,56142181,707.2357863
"1652","Vietnam","Asia",1987,62.82,62826491,820.7994449
"1653","Vietnam","Asia",1992,67.662,69940728,989.0231487
"1654","Vietnam","Asia",1997,70.672,76048996,1385.896769
"1655","Vietnam","Asia",2002,73.017,80908147,1764.456677
"1656","Vietnam","Asia",2007,74.249,85262356,2441.576404
"1657","West Bank and Gaza","Asia",1952,43.16,1030585,1515.592329
"1658","West Bank and Gaza","Asia",1957,45.671,1070439,1827.067742
"1659","West Bank and Gaza","Asia",1962,48.127,1133134,2198.956312
"1660","West Bank and Gaza","Asia",1967,51.631,1142636,2649.715007
"1661","West Bank and Gaza","Asia",1972,56.532,1089572,3133.409277
"1662","West Bank and Gaza","Asia",1977,60.765,1261091,3682.831494
"1663","West Bank and Gaza","Asia",1982,64.406,1425876,4336.032082
"1664","West Bank and Gaza","Asia",1987,67.046,1691210,5107.197384
"1665","West Bank and Gaza","Asia",1992,69.718,2104779,6017.654756
"1666","West Bank and Gaza","Asia",1997,71.096,2826046,7110.667619
"1667","West Bank and Gaza","Asia",2002,72.37,3389578,4515.487575
"1668","West Bank and Gaza","Asia",2007,73.422,4018332,3025.349798
"1669","Yemen, Rep.","Asia",1952,32.548,4963829,781.7175761
"1670","Yemen, Rep.","Asia",1957,33.97,5498090,804.8304547
"1671","Yemen, Rep.","Asia",1962,35.18,6120081,825.6232006
"1672","Yemen, Rep.","Asia",1967,36.984,6740785,862.4421463
"1673","Yemen, Rep.","Asia",1972,39.848,7407075,1265.047031
"1674","Yemen, Rep.","Asia",1977,44.175,8403990,1829.765177
"1675","Yemen, Rep.","Asia",1982,49.113,9657618,1977.55701
"1676","Yemen, Rep.","Asia",1987,52.922,11219340,1971.741538
"1677","Yemen, Rep.","Asia",1992,55.599,13367997,1879.496673
"1678","Yemen, Rep.","Asia",1997,58.02,15826497,2117.484526
"1679","Yemen, Rep.","Asia",2002,60.308,18701257,2234.820827
"1680","Yemen, Rep.","Asia",2007,62.698,22211743,2280.769906
"1681","Zambia","Africa",1952,42.038,2672000,1147.388831
"1682","Zambia","Africa",1957,44.077,3016000,1311.956766
"1683","Zambia","Africa",1962,46.023,3421000,1452.725766
"1684","Zambia","Africa",1967,47.768,3900000,1777.077318
"1685","Zambia","Africa",1972,50.107,4506497,1773.498265
"1686","Zambia","Africa",1977,51.386,5216550,1588.688299
"1687","Zambia","Africa",1982,51.821,6100407,1408.678565
"1688","Zambia","Africa",1987,50.821,7272406,1213.315116
"1689","Zambia","Africa",1992,46.1,8381163,1210.884633
"1690","Zambia","Africa",1997,40.238,9417789,1071.353818
"1691","Zambia","Africa",2002,39.193,10595811,1071.613938
"1692","Zambia","Africa",2007,42.384,11746035,1271.211593
"1693","Zimbabwe","Africa",1952,48.451,3080907,406.8841148
"1694","Zimbabwe","Africa",1957,50.469,3646340,518.7642681
"1695","Zimbabwe","Africa",1962,52.358,4277736,527.2721818
"1696","Zimbabwe","Africa",1967,53.995,4995432,569.7950712
"1697","Zimbabwe","Africa",1972,55.635,5861135,799.3621758
"1698","Zimbabwe","Africa",1977,57.674,6642107,685.5876821
"1699","Zimbabwe","Africa",1982,60.363,7636524,788.8550411
"1700","Zimbabwe","Africa",1987,62.351,9216418,706.1573059
"1701","Zimbabwe","Africa",1992,60.377,10704340,693.4207856
"1702","Zimbabwe","Africa",1997,46.809,11404948,792.4499603
"1703","Zimbabwe","Africa",2002,39.989,11926563,672.0386227
"1704","Zimbabwe","Africa",2007,43.487,12311143,469.7092981
