rownames,lfp,hours,kids5,kids618,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,wifecoll,huscoll
616,0,0,0,1,45,10,0,0,1926,46,14,7.6843,15150,0.7215,7,7,7.5,1,15,15.149999619999999,FALSE, TRUE
617,0,0,2,1,30,7,0,0,1920,35,7,4.0625,16200,0.7815,7,3,7.5,0,8,16.200000760000002,FALSE,FALSE
618,0,0,1,3,40,12,0,0,2080,44,12,6.5106,33920,0.6615,12,12,14,1,3,33.91999817,FALSE,FALSE
619,0,0,0,1,43,12,0,0,2856,43,12,2.951,14000,0.7215,7,12,7.5,0,25,14,FALSE,FALSE
620,0,0,0,2,49,12,0,0,2115,53,10,5.6738,16736,0.7515,12,3,11,1,2,16.73600006,FALSE,FALSE
621,0,0,1,4,46,12,0,3.45,1880,48,12,12.766,30650,0.6615,12,12,11,1,0,30.64999962,FALSE,FALSE
622,0,0,0,0,52,11,0,0,2000,52,12,6,12400,0.7515,7,7,11,0,19,12.399999619999999,FALSE,FALSE
623,0,0,1,1,31,12,0,0,2044,33,15,9.2955,19022,0.6915,7,10,9.5,1,3,19.02199936,FALSE, TRUE
624,0,0,1,1,42,10,0,0,1677,47,11,5.1324,11203,0.7515,7,7,5,0,7,11.20300007,FALSE,FALSE
625,0,0,0,3,33,11,0,0,2184,38,8,9.0659,19876,0.6915,7,14,7.5,1,1,19.87599945,FALSE,FALSE
626,0,0,0,0,57,16,0,0,3185,57,13,11.931,57000,0.4415,7,12,14,1,9,57, TRUE, TRUE
627,0,0,0,0,49,10,0,0,2680,51,10,6.7164,18290,0.6915,10,10,11,1,3,18.29000092,FALSE,FALSE
628,0,0,0,1,45,14,0,0,3615,47,14,4.5851,20220,0.6915,14,12,11,1,8,20.21999931, TRUE, TRUE
629,0,0,0,0,56,11,0,0,2139,56,12,9.2567,22150,0.6915,7,7,14,1,0,22.14999962,FALSE,FALSE
630,0,0,1,3,41,12,0,0,3080,43,12,8.5656,30623,0.6215,10,10,7.5,1,5,30.62299919,FALSE,FALSE
631,0,0,0,0,56,5,0,0,1261,53,6,6.7407,9380,0.7515,3,3,14,1,20,9.38000011,FALSE,FALSE
632,0,0,0,1,48,10,0,0,2227,48,10,9.8788,22000,0.6915,7,7,5,1,3,22,FALSE,FALSE
633,0,0,0,2,52,16,0,0,1920,53,16,9.375,23675,0.6615,12,10,7.5,1,12,23.674999239999998, TRUE, TRUE
634,0,0,0,0,51,12,0,0,2350,55,12,6.277,33671,0.7215,7,7,14,1,5,33.67100143,FALSE,FALSE
635,0,0,0,3,35,11,0,0,1785,39,10,6.4241,12367,0.7515,7,7,7.5,0,1,12.36699963,FALSE,FALSE
636,0,0,0,0,45,12,0,0,2598,51,12,8.3718,21950,0.6615,7,7,5,0,0,21.950000760000002,FALSE,FALSE
637,0,0,0,0,54,12,0,0,2455,58,17,12.22,32000,0.5815,7,7,9.5,1,7,32,FALSE, TRUE
638,0,0,0,2,54,12,0,0,2450,54,13,3.5612,22610,0.7215,10,10,9.5,1,13,22.61000061,FALSE, TRUE
639,0,0,1,0,31,12,0,0,1218,32,8,8.867,12092,0.7515,7,7,3,0,3,12.09200001,FALSE,FALSE
640,0,0,0,3,53,6,0,0,2040,54,4,1.8515,3777,0.9415,7,7,11,0,0,3.77699995,FALSE,FALSE
641,0,0,2,2,35,14,0,0,2600,34,14,8.0769,36000,0.5515,16,14,3,0,2,36, TRUE, TRUE
642,0,0,1,3,36,12,0,0,2450,40,16,8.9796,26900,0.6615,12,16,7.5,0,0,26.89999962,FALSE, TRUE
643,0,0,0,0,59,12,0,0,2717,60,12,6.6618,32242,0.6615,7,7,11,1,2,32.24200058,FALSE,FALSE
644,0,0,0,0,54,16,0,0,2701,54,17,11.107,35020,0.5815,16,17,5,1,1,35.02000046, TRUE, TRUE
645,0,0,1,1,37,12,0,0,2600,47,17,14.077,37600,0.5515,7,7,9,1,10,37.59999847,FALSE, TRUE
646,0,0,0,0,44,12,0,0,3640,54,10,0.4121,1500,0.9415,7,7,7.5,1,10,1.5,FALSE,FALSE
647,0,0,1,2,34,17,0,0,2940,40,16,23.81,96000,0.4415,12,12,5,1,1,96, TRUE, TRUE
648,0,0,0,0,49,12,0,0,1880,50,12,9.5745,18150,0.6915,7,7,11,0,3,18.14999962,FALSE,FALSE
649,0,0,0,0,49,12,0,0,3500,51,12,1.9286,15500,0.7215,7,7,3,0,32,15.5,FALSE,FALSE
650,0,0,0,0,60,9,0,0,3320,60,8,2.5783,14000,0.7215,7,7,3,0,0,14,FALSE,FALSE
651,0,0,0,0,51,12,0,0,1605,55,12,7.2274,14756,0.7215,7,7,7.5,1,7,14.75599957,FALSE,FALSE
652,0,0,1,1,30,12,0,0,2500,30,14,8.8,22000,0.6615,12,10,5,1,5,22,FALSE, TRUE
653,0,0,0,2,47,12,0,0,2400,49,9,7.75,24466,0.6615,7,7,11,1,2,24.4659996,FALSE,FALSE
654,0,0,0,4,36,12,0,0,1634,45,17,14.688,24400,0.6615,12,12,7.5,1,5,24.39999962,FALSE, TRUE
655,0,0,1,3,35,12,0,0,2260,38,12,10.487,24000,0.6615,7,7,9.5,1,3,24,FALSE,FALSE
656,0,0,0,0,58,12,0,0,3478,53,12,4.0253,15500,0.7215,12,9,11,0,25,15.5,FALSE,FALSE
657,0,0,1,3,41,14,0,0,2550,42,16,11.765,30800,0.6215,14,12,7.5,0,0,30.799999239999998, TRUE, TRUE
658,0,0,0,1,51,10,0,0,840,52,8,9.5238,10660,0.7515,7,7,14,1,3,10.65999985,FALSE,FALSE
659,0,0,0,0,47,12,0,0,1520,52,12,6.9079,13350,0.7215,7,7,11,0,10,13.350000380000001,FALSE,FALSE
660,0,0,1,2,45,9,0,0,1920,35,9,5.151,10090,0.7515,12,3,11,0,10,10.09000015,FALSE,FALSE
661,0,0,0,0,60,14,0,0,2703,55,17,20.496,55600,0.4415,16,14,14,1,7,55.59999847, TRUE, TRUE
662,0,0,1,1,30,16,0,2,1896,46,16,13.555,25700,0.6615,12,12,9.5,1,5,25.700000760000002, TRUE, TRUE
663,0,0,0,0,55,11,0,0,1960,57,13,14.796,29000,0.5815,7,3,5,1,15,29,FALSE, TRUE
664,0,0,1,2,32,12,0,0,3060,50,8,1.6905,7286,0.7815,10,7,3,0,1,7.28599977,FALSE,FALSE
665,0,0,0,2,36,12,0,0,2805,38,12,7.2296,37752,0.5215,7,7,3,0,5,37.7519989,FALSE,FALSE
666,0,0,0,0,55,12,0,0,1944,53,7,4.1152,13072,0.7515,3,3,14,0,9,13.07199955,FALSE,FALSE
667,0,0,0,0,47,12,0,0,1960,47,12,2.999,7044,0.7715,3,3,14,0,18,7.04400015,FALSE,FALSE
668,0,0,0,1,47,12,0,0,2112,52,8,8.0492,18200,0.6915,7,7,14,1,1,18.200000760000002,FALSE,FALSE
669,0,0,0,1,37,11,0,0,2544,39,12,8.577,27000,0.6215,12,7,3,0,0,27,FALSE,FALSE
670,0,0,0,2,50,12,0,0,1700,53,17,9.3235,30300,0.5815,10,12,3,0,6,30.299999239999998,FALSE, TRUE
671,0,0,0,3,30,12,0,0,2550,31,12,4.7059,12000,0.7515,3,7,14,0,1,12,FALSE,FALSE
672,0,0,0,1,48,17,0,0,2080,45,17,9.1346,31500,0.6615,16,17,3,0,2,31.5, TRUE, TRUE
673,0,0,0,2,43,10,0,0,2060,49,12,7.767,27092,0.7215,10,10,5,1,15,27.09199905,FALSE,FALSE
674,0,0,1,0,48,11,0,0,1955,46,8,4.1269,20968,0.7515,7,7,3,0,25,20.96800041,FALSE,FALSE
675,0,0,1,2,41,14,0,0,2500,44,17,10,27000,0.6615,17,7,14,1,1,27, TRUE, TRUE
676,0,0,0,0,50,12,0,0,2750,52,10,4.0727,11225,0.7515,7,10,7.5,1,0,11.225000380000001,FALSE,FALSE
677,0,0,0,0,58,8,0,0,2040,59,5,7.8529,37700,0.5815,3,3,7.5,0,0,37.70000076,FALSE,FALSE
678,0,0,0,5,38,13,0,0,3275,43,15,7.8168,28200,0.6615,12,16,7.5,1,0,28.200000760000002, TRUE, TRUE
679,0,0,0,1,37,12,0,0,2400,39,12,9.1667,34000,0.6615,7,12,5,0,8,34,FALSE,FALSE
680,0,0,0,0,50,16,0,0,2024,51,17,29.644,63200,0.4415,12,7,9.5,1,22,63.20000076, TRUE, TRUE
681,0,0,0,4,42,8,0,0,1840,44,6,4.0761,7500,0.7915,3,3,7.5,1,5,7.5,FALSE,FALSE
682,0,0,1,3,37,9,0,0,2033,37,17,8.362,17410,0.7215,10,10,9.5,1,10,17.40999985,FALSE, TRUE
683,0,0,0,2,41,16,0,0,1946,40,17,12.062,51000,0.4415,16,17,9,1,1,51, TRUE, TRUE
684,0,0,0,2,31,12,0,0,3660,31,12,2.3251,12916,0.7515,10,7,3,0,1,12.91600037,FALSE,FALSE
685,0,0,0,0,51,12,0,0,2088,55,11,10.01,21900,0.6615,7,7,5,1,6,21.89999962,FALSE,FALSE
686,0,0,1,2,36,12,0,0,2048,41,12,5.2734,17640,0.7515,7,7,5,0,4,17.63999939,FALSE,FALSE
687,0,0,0,0,54,15,0,0,1920,52,15,10.417,20000,0.6915,14,16,14,0,6,20, TRUE, TRUE
688,0,0,0,0,49,12,0,0,2000,54,12,7.5,15000,0.7215,7,7,14,1,0,15,FALSE,FALSE
689,0,0,1,1,48,9,0,0,2204,47,8,6.3521,14060,0.7215,10,12,5,0,1,14.06000042,FALSE,FALSE
690,0,0,0,2,42,9,0,0,3157,45,10,3.8071,15825,0.7215,7,14,9.5,0,3,15.82499981,FALSE,FALSE
691,0,0,1,2,41,12,0,0,1665,44,14,9.9099,16510,0.7215,3,16,9.5,1,15,16.51000023,FALSE, TRUE
692,0,0,0,0,55,16,0,0,2304,56,11,2.6701,13000,0.7215,12,12,7.5,0,33,13, TRUE,FALSE
693,0,0,0,0,42,9,0,0,2275,46,8,4.3956,10000,0.7515,7,7,5,1,2,10,FALSE,FALSE
694,0,0,0,1,32,15,0,0,2760,33,17,7.971,22000,0.6615,12,12,7.5,1,1,22, TRUE, TRUE
695,0,0,0,2,43,12,0,0,1750,44,14,15.429,29800,0.5815,7,7,7.5,1,10,29.799999239999998,FALSE, TRUE
696,0,0,1,3,33,12,0,0,3366,37,13,1.9854,15000,0.7215,7,7,5,1,0,15,FALSE, TRUE
697,0,0,0,1,48,15,0,0,2205,51,16,7.2562,22300,0.7215,10,14,9.5,1,14,22.299999239999998, TRUE, TRUE
698,0,0,0,2,43,12,0,0,1990,48,9,7.0352,14550,0.7215,3,16,7.5,1,15,14.55000019,FALSE,FALSE
699,0,0,1,3,47,17,0,0,1930,57,16,8.1347,19730,0.6915,14,12,7.5,1,15,19.72999954, TRUE, TRUE
700,0,0,0,0,54,12,0,0,1350,60,12,11.981,35000,0.5515,12,12,7.5,1,10,35,FALSE,FALSE
701,0,0,0,1,51,12,0,0,3340,52,12,5.9922,21014,0.6615,7,3,7.5,1,6,21.01399994,FALSE,FALSE
702,0,0,0,1,51,10,0,0,960,57,10,4.1458,10876,0.7515,14,7,7.5,0,18,10.8760004,FALSE,FALSE
703,0,0,1,1,43,13,0,0,2732,42,13,8.5102,27850,0.6215,12,10,7.5,0,15,27.85000038, TRUE, TRUE
704,0,0,0,0,53,12,0,0,1624,59,8,2.9631,9560,0.7515,0,3,3,0,30,9.56000042,FALSE,FALSE
705,0,0,1,1,34,11,0,0,1804,36,12,8.8149,30300,0.6215,7,7,7.5,0,15,30.299999239999998,FALSE,FALSE
706,0,0,1,1,31,8,0,0,2805,31,10,2.4955,7720,0.7815,7,7,7.5,0,10,7.71999979,FALSE,FALSE
707,0,0,0,0,56,12,0,0,2160,59,8,4.8843,10550,0.7515,10,7,7.5,1,0,10.55000019,FALSE,FALSE
708,0,0,0,1,42,16,0,0,2052,55,15,10.2,24106,0.6615,12,7,9.5,1,0,24.1060009, TRUE, TRUE
709,0,0,0,2,32,12,0,0,2250,35,16,10,22995,0.6615,12,14,9.5,1,4,22.99500084,FALSE, TRUE
710,0,0,1,3,35,12,0,0,1120,37,12,5.3571,6000,0.8015,12,12,9.5,1,0,6,FALSE,FALSE
711,0,0,1,1,30,12,0,0,2450,36,14,9.7959,24350,0.6615,14,14,9.5,1,3,24.35000038,FALSE, TRUE
712,0,0,0,0,51,10,0,0,3432,50,11,1.3741,7608,0.7715,7,7,7.5,0,20,7.6079998,FALSE,FALSE
713,0,0,0,3,47,12,0,0,2700,48,12,3.463,28200,0.7215,7,7,3,0,3,28.200000760000002,FALSE,FALSE
714,0,0,0,1,54,12,0,0,2817,55,13,5.0408,16150,0.7215,3,7,3,0,1,16.14999962,FALSE, TRUE
715,0,0,3,0,31,15,0,0,3000,34,17,16.667,51200,0.4415,7,10,7.5,1,5,51.20000076, TRUE, TRUE
716,0,0,0,0,47,10,0,0,2125,45,11,4.3294,12646,0.7515,7,7,5,1,7,12.64599991,FALSE,FALSE
717,0,0,0,3,47,14,0,0,1864,42,16,10.193,19000,0.6915,7,7,11,1,6,19, TRUE, TRUE
718,0,0,0,3,40,12,0,0,2400,39,12,7.5833,19000,0.7215,7,7,7.5,1,2,19,FALSE,FALSE
719,0,0,0,0,48,8,0,0,2160,50,7,4.1204,14400,0.7515,3,3,7.5,0,0,14.399999619999999,FALSE,FALSE
720,0,0,0,7,34,8,0,0,1040,51,7,4.8077,7232,0.9415,3,7,11,1,10,7.23199987,FALSE,FALSE
721,0,0,0,3,38,12,0,0,2450,42,16,3.1531,21943,0.7515,7,10,9.5,1,6,21.94300079,FALSE, TRUE
722,0,0,1,3,32,12,0,0,2500,34,16,19,47500,0.4615,7,10,7.5,1,4,47.5,FALSE, TRUE
723,0,0,0,1,48,16,0,0,2131,45,17,6.0535,28900,0.6215,12,7,7.5,1,8,28.89999962, TRUE, TRUE
724,0,0,0,2,41,12,0,0,2165,46,7,3.7875,12400,0.7715,7,7,7.5,0,18,12.399999619999999,FALSE,FALSE
725,0,0,0,2,49,5,0,0,2230,43,3,2.9287,6531,0.7815,0,0,7.5,0,7,6.53100014,FALSE,FALSE
726,0,0,0,0,59,8,0,0,1995,55,12,9.2972,22422,0.6915,3,7,11,1,15,22.42200089,FALSE,FALSE
727,0,0,0,0,58,13,0,0,2025,57,16,9.3827,22200,0.6615,7,7,11,1,7,22.200000760000002, TRUE, TRUE
728,0,0,0,3,41,12,0,0,2450,48,15,26.531,77000,0.4415,7,14,14,1,8,77,FALSE, TRUE
729,0,0,0,2,45,12,0,0,2160,45,12,40.509,88000,0.4415,10,10,14,1,8,88,FALSE,FALSE
730,0,0,1,1,30,14,0,0,1715,32,17,15.16,26040,0.6215,12,10,11,0,3,26.04000092, TRUE, TRUE
731,0,0,0,1,41,12,0,0,3018,42,16,18.964,63500,0.4415,7,7,7.5,1,10,63.5,FALSE, TRUE
732,0,0,2,0,30,12,0,0,2216,33,16,5.4152,12100,0.7515,10,10,7.5,0,9,12.100000380000001,FALSE, TRUE
733,0,0,0,1,53,12,0,0,2499,54,12,1.9988,17505,0.7515,12,7,7.5,1,24,17.50499916,FALSE,FALSE
734,0,0,0,0,31,12,0,0,2250,37,14,8,18000,0.6915,10,7,7.5,0,12,18,FALSE, TRUE
735,0,0,0,2,43,14,0,0,2116,44,17,11.153,28069,0.6615,12,12,11,1,2,28.06900024, TRUE, TRUE
736,0,0,1,1,31,12,0,0,2016,30,14,5.9524,14000,0.7515,12,14,14,1,6,14,FALSE, TRUE
737,0,0,0,0,51,12,0,0,2470,60,10,2.1194,8117,0.7515,10,3,7.5,1,18,8.11699963,FALSE,FALSE
738,0,0,0,0,43,9,0,0,1640,45,12,3.8384,11895,0.7715,7,7,5,1,17,11.89500046,FALSE,FALSE
739,0,0,1,2,31,14,0,0,2016,34,16,17.361,45250,0.4915,16,16,5,1,7,45.25, TRUE, TRUE
740,0,0,0,0,48,11,0,0,2185,48,12,8.0092,31106,0.6915,7,10,9.5,1,6,31.1060009,FALSE,FALSE
741,0,0,1,1,31,12,0,0,800,33,14,3,4000,0.8015,12,7,9.5,1,10,4,FALSE, TRUE
742,0,0,0,1,44,12,0,0,3022,46,12,10.589,40500,0.5815,7,7,7.5,1,5,40.5,FALSE,FALSE
743,0,0,0,1,48,11,0,0,1512,50,14,10.913,21620,0.7215,10,7,7.5,1,7,21.62000084,FALSE, TRUE
744,0,0,0,1,53,12,0,0,2677,53,12,5.6033,23426,0.7215,0,0,7.5,1,11,23.4260006,FALSE,FALSE
745,0,0,0,3,42,10,0,2.75,3150,44,12,7.9365,26000,0.6615,3,3,11,1,14,26,FALSE,FALSE
746,0,0,2,6,39,12,0,0,1430,34,12,2.9476,7840,0.9415,7,0,9.5,1,5,7.84000015,FALSE,FALSE
747,0,0,1,2,32,10,0,0,3307,36,4,2.0562,6800,0.7915,7,3,7.5,0,2,6.8000001900000004,FALSE,FALSE
748,0,0,0,2,36,12,0,0,3120,39,12,1.3013,5330,0.7915,7,12,14,0,4,5.32999992,FALSE,FALSE
749,0,0,0,2,40,13,0,0,3020,43,16,9.2715,28200,0.6215,10,10,9.5,1,5,28.200000760000002, TRUE, TRUE
750,0,0,2,3,31,12,0,0,2056,33,12,4.8638,10000,0.7715,12,12,7.5,0,14,10,FALSE,FALSE
751,0,0,0,0,43,12,0,0,2383,43,12,1.0898,9952,0.7515,10,3,7.5,0,4,9.95199966,FALSE,FALSE
752,0,0,0,0,60,12,0,0,1705,55,8,12.44,24984,0.6215,12,12,14,1,15,24.98399925,FALSE,FALSE
753,0,0,0,3,39,9,0,0,3120,48,12,6.0897,28363,0.6915,7,7,11,1,12,28.36300087,FALSE,FALSE
